N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2,mol
2mer-0+484,-0.12979266,2,-0.12979266,-83.71760658,2.794623e-05,19.508,17.438,17.438,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='515da50')"
2mer-0+460,-0.18573157,2,-0.18573157,-83.90333814,2.794585e-05,18.02,17.438,17.438,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7bc7255')"
2mer-0+808,0.17851672,2,0.17851672,-83.72482142,2.783838e-05,20.477,17.46,17.46,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='dd59f60')"
2mer-0+435,-0.21429962,2,-0.21429962,-83.93912104,2.773106e-05,20.377,17.483,17.483,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='564c22b')"
2mer-0+542,-0.08320858,2,-0.08320858,-84.02232962,2.764944e-05,18.835,17.5,17.5,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='26ad658')"
2mer-0+609,0.15795422,2,0.15795422,-83.8643754,2.762132e-05,19.932,17.506,17.506,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d63cea7')"
2mer-0+718,-0.04680579,1,-0.02340289,-83.8877783,2.759022e-05,19.686,17.513,17.513,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f55c3eb')"
2mer-0+526,0.1463851,2,0.1463851,-83.7413932,2.756456e-05,18.551,17.518,17.518,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3caec0f')"
2mer-0+567,0.18907,2,0.18907,-83.55232319,2.750407e-05,18.16,17.531,17.531,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='98f45c1')"
2mer-0+668,-0.04512534,1,-0.02256267,-83.57488586,2.740458e-05,20.133,17.552,17.552,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='e413752')"
2mer-0+517,-0.20728418,1,-0.10364209,-83.67852795,2.731638e-05,17.591,17.571,17.571,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d67e452')"
2mer-0+428,0.28760179,2,0.28760179,-83.39092616,2.730958e-05,19.79,17.572,17.572,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='721728e')"
2mer-0+430,-0.03712982,2,-0.03712982,-83.42805598,2.71517e-05,18.731,17.606,17.606,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='857fb28')"
2mer-0+420,-0.05507269,2,-0.05507269,-83.48312867,2.711641e-05,19.926,17.614,17.614,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='b887059')"
2mer-0+495,0.15054708,2,0.15054708,-83.33258159,2.700421e-05,18.277,17.638,17.638,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d49c0ae')"
2mer-0+416,-0.22685308,2,-0.22685308,-83.55943467,2.682268e-05,20.63,17.678,17.678,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ac1a3bd')"
2mer-0+558,0.13501062,2,0.13501062,-83.42442405,2.679798e-05,19.072,17.683,17.683,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9fb7e9b')"
2mer-0+461,-0.13156827,2,-0.13156827,-83.55599232,2.665462e-05,18.471,17.715,17.715,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='85b95a5')"
2mer-0+468,-0.13072731,2,-0.13072731,-83.68671963,2.65936e-05,20.377,17.729,17.729,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9e4c9f1')"
2mer-0+497,-0.22283615,1,-0.11141808,-83.7981377,2.652755e-05,17.971,17.743,17.743,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='75182dd')"
2mer-0+454,-0.05138362,2,-0.05138362,-83.84952133,2.650034e-05,20.017,17.749,17.749,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d3a9d53')"
2mer-0+693,-0.1038559,1,-0.05192795,-83.90144928,2.645586e-05,19.659,17.759,17.759,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='36d3d92')"
2mer-0+864,0.13572492,2,0.13572492,-83.76572436,2.643365e-05,20.893,17.764,17.764,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c63c6b8')"
2mer-0+554,0.17325315,2,0.17325315,-83.59247121,2.618993e-05,18.985,17.819,17.819,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ab81acc')"
2mer-0+485,-0.14740254,2,-0.14740254,-83.73987374,2.616516e-05,18.387,17.825,17.825,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3e417ee')"
2mer-0+453,-0.26767662,2,-0.26767662,-84.00755037,2.616163e-05,20.63,17.826,17.826,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='8c944ac')"
2mer-0+483,-0.08254963,1,-0.04127481,-84.04882518,2.611178e-05,18.784,17.837,17.837,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='629d188')"
2mer-0+661,-0.10829725,2,-0.10829725,-84.15712243,2.605188e-05,19.631,17.851,17.851,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='744c54f')"
2mer-0+475,-0.07876404,2,-0.07876404,-84.23588647,2.603103e-05,19.316,17.855,17.855,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9730dd9')"
2mer-0+674,-0.17120144,1,-0.08560072,-84.32148719,2.569905e-05,19.087,17.932,17.932,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='51d5cc8')"
2mer-0+449,-0.27846288,2,-0.27846288,-84.59995007,2.558182e-05,20.874,17.959,17.959,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3abbe0d')"
2mer-0+540,-0.19621485,2,-0.19621485,-84.79616492,2.553452e-05,18.572,17.97,17.97,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='b1a2545')"
2mer-0+501,-0.07705096,2,-0.07705096,-84.87321588,2.5423e-05,19.397,17.997,17.997,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2a06bcc')"
2mer-0+507,0.03743975,1,0.01871988,-84.854496,2.542058e-05,19.293,17.997,17.997,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='6dcfcc1')"
2mer-0+741,-0.04878758,2,-0.04878758,-84.90328359,2.533276e-05,20.273,18.018,18.018,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c36b7cd')"
2mer-0+603,-0.16050836,1,-0.08025418,-84.98353777,2.525333e-05,19.441,18.037,18.037,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4209cd9')"
2mer-0+763,-0.09851965,1,-0.04925982,-85.03279759,2.524976e-05,20.17,18.038,18.038,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='421fcca')"
2mer-0+482,0.2312352,1,0.1156176,-84.91717999,2.506629e-05,20.462,18.082,18.082,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='50debc2')"
2mer-0+556,-0.03186276,1,-0.01593138,-84.93311137,2.504787e-05,19.374,18.086,18.086,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ababac0')"
2mer-0+702,-0.07804902,2,-0.07804902,-85.01116039,2.503385e-05,20.083,18.089,18.089,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4c4a3b7')"
2mer-0+508,0.17181975,1,0.08590987,-84.92525051,2.491203e-05,20.129,18.119,18.119,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9e0c608')"
2mer-0+520,-0.09949861,2,-0.09949861,-85.02474912,2.4883e-05,19.926,18.126,18.126,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2e939cc')"
2mer-0+789,-0.00974964,1,-0.00487482,-85.02962394,2.484588e-05,20.996,18.135,18.135,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='e063802')"
2mer-0+469,0.22509808,2,0.22509808,-84.80452586,2.481685e-05,20.303,18.142,18.142,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2110d39')"
2mer-0+446,0.23429669,2,0.23429669,-84.57022917,2.481685e-05,20.303,18.142,18.142,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='5e9e4da')"
2mer-0+467,-0.07540298,2,-0.07540298,-84.64563215,2.474263e-05,19.993,18.16,18.16,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='6452d16')"
2mer-0+472,-0.05951189,2,-0.05951189,-84.70514404,2.473914e-05,20.63,18.161,18.161,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='0dab8b6')"
2mer-0+955,0.10371958,2,0.10371958,-84.60142446,2.453093e-05,21.517,18.212,18.212,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='04d4560')"
2mer-0+590,-0.17250729,2,-0.17250729,-84.77393175,2.438603e-05,19.166,18.248,18.248,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f247d3d')"
2mer-0+571,0.17844375,2,0.17844375,-84.595488,2.436832e-05,19.37,18.253,18.253,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='10a3af7')"
2mer-0+537,-0.05236501,2,-0.05236501,-84.64785301,2.428097e-05,20.054,18.275,18.275,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='673aa18')"
2mer-0+944,0.13249603,2,0.13249603,-84.51535698,2.414861e-05,21.523,18.308,18.308,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='fd345f6')"
2mer-0+851,0.07877382,1,0.03938691,-84.47597007,2.408063e-05,21.133,18.325,18.325,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='e89d657')"
2mer-0+492,-0.02435047,2,-0.02435047,-84.50032054,2.405016e-05,19.397,18.333,18.333,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='83a124b')"
2mer-0+551,-0.05697134,2,-0.05697134,-84.55729188,2.403138e-05,20.512,18.338,18.338,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='aab692a')"
2mer-0+575,0.09861239,2,0.09861239,-84.45867949,2.391947e-05,19.884,18.366,18.366,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='20a49be')"
2mer-0+629,-0.18411751,1,-0.09205875,-84.55073824,2.381445e-05,19.094,18.393,18.393,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4b9b8aa')"
2mer-0+796,0.01795676,1,0.00897838,-84.54175986,2.378133e-05,20.473,18.402,18.402,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2e49af0')"
2mer-0+530,-0.05666387,1,-0.02833193,-84.5700918,2.375985e-05,19.318,18.407,18.407,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='586685c')"
2mer-0+572,-0.17855384,2,-0.17855384,-84.74864564,2.36354e-05,20.186,18.439,18.439,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='daa7480')"
2mer-0+519,-0.08522946,2,-0.08522946,-84.8338751,2.358245e-05,20.63,18.453,18.453,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d4906fd')"
2mer-0+552,0.15999763,2,0.15999763,-84.67387747,2.352392e-05,19.072,18.468,18.468,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='0bd4bde')"
2mer-0+616,0.16238293,2,0.16238293,-84.51149454,2.347143e-05,19.675,18.482,18.482,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='bb9dd31')"
2mer-0+639,-0.14024849,2,-0.14024849,-84.65174303,2.344398e-05,18.926,18.489,18.489,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='11d17dd')"
2mer-0+593,0.00666041,2,0.00666041,-84.64508262,2.318342e-05,20.333,18.558,18.558,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='934746a')"
2mer-0+502,-0.04226424,2,-0.04226424,-84.68734686,2.318001e-05,19.651,18.559,18.559,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4dd3e2b')"
2mer-0+489,-0.23929057,2,-0.23929057,-84.92663744,2.314315e-05,21.503,18.569,18.569,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9d1de81')"
2mer-0+541,-0.01974476,2,-0.01974476,-84.9463822,2.302905e-05,20.572,18.6,18.6,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='e78e454')"
2mer-0+771,-0.13854361,1,-0.0692718,-85.015654,2.302617e-05,19.793,18.601,18.601,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ff262f0')"
2mer-0+506,-0.03697437,2,-0.03697437,-85.05262837,2.295146e-05,20.672,18.621,18.621,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='5d0edfc')"
2mer-0+662,-0.0729887,2,-0.0729887,-85.12561708,2.294812e-05,20.622,18.622,18.622,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ca503e4')"
2mer-0+543,0.16081062,2,0.16081062,-84.96480645,2.294789e-05,19.627,18.622,18.622,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='75bd513')"
2mer-0+548,-0.05660591,2,-0.05660591,-85.02141237,2.291457e-05,19.836,18.631,18.631,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f54afbb')"
2mer-0+574,-0.05210849,2,-0.05210849,-85.07352085,2.290584e-05,20.683,18.633,18.633,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='83da17d')"
2mer-0+529,0.20450132,1,0.10225066,-84.97127019,2.286472e-05,20.954,18.644,18.644,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='799a6ff')"
2mer-0+573,-0.16729228,2,-0.16729228,-85.13856248,2.286212e-05,20.186,18.645,18.645,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d0539d4')"
2mer-0+665,-0.03781184,2,-0.03781184,-85.17637432,2.285371e-05,20.426,18.647,18.647,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9f24f24')"
2mer-0+582,0.16142371,2,0.16142371,-85.0149506,2.282472e-05,19.627,18.655,18.655,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1b9be54')"
2mer-0+513,-0.01870107,2,-0.01870107,-85.03365168,2.278807e-05,19.712,18.665,18.665,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='e8ebb84')"
2mer-0+523,-0.03512491,2,-0.03512491,-85.06877658,2.277695e-05,20.874,18.668,18.668,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='35c74ba')"
2mer-0+886,0.11875876,2,0.11875876,-84.95001782,2.271278e-05,21.523,18.686,18.686,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='bf2f0a3')"
2mer-0+536,0.13671798,2,0.13671798,-84.81329984,2.262773e-05,19.51,18.709,18.709,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2b29f37')"
2mer-0+544,0.09183394,2,0.09183394,-84.7214659,2.256223e-05,19.664,18.727,18.727,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='21eae50')"
2mer-0+503,0.15766459,2,0.15766459,-84.56380131,2.253037e-05,20.871,18.736,18.736,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='b34c1ac')"
2mer-0+975,0.06146218,1,0.03073109,-84.53307023,2.250395e-05,21.338,18.743,18.743,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c5ea521')"
2mer-0+685,-0.05502791,2,-0.05502791,-84.58809814,2.244912e-05,20.273,18.759,18.759,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1745c4e')"
2mer-0+601,0.09758727,2,0.09758727,-84.49051087,2.237001e-05,20.35,18.781,18.781,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='12cc4d2')"
2mer-0+607,-0.05014961,2,-0.05014961,-84.54066048,2.234127e-05,21.152,18.789,18.789,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4e2b02a')"
2mer-0+861,-0.0708236,2,-0.0708236,-84.61148408,2.215694e-05,20.763,18.841,18.841,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='291605b')"
2mer-0+666,-0.11214457,1,-0.05607229,-84.66755636,2.209148e-05,19.366,18.859,18.859,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='71d5ac4')"
2mer-0+1095,0.17575659,1,0.0878783,-84.57967807,2.178268e-05,22.399,18.948,18.948,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ee5ea34')"
2mer-0+691,-0.15031343,1,-0.07515671,-84.65483478,2.158272e-05,19.957,19.006,19.006,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='aa2c545')"
2mer-0+511,0.16679113,2,0.16679113,-84.48804365,2.156217e-05,21.094,19.012,19.012,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='b4ef8da')"
2mer-0+640,-0.1506439,1,-0.07532195,-84.5633656,2.145933e-05,20.398,19.043,19.043,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='bd9ab86')"
2mer-0+614,0.10063094,2,0.10063094,-84.46273466,2.142317e-05,20.594,19.053,19.053,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='5c8a7da')"
2mer-0+721,0.1017871,2,0.1017871,-84.36094756,2.139703e-05,19.904,19.061,19.061,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='008a452')"
2mer-0+1133,0.19331325,2,0.19331325,-84.16763431,2.12754e-05,22.637,19.097,19.097,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='03ca3b6')"
2mer-0+894,0.00695346,2,0.00695346,-84.16068085,2.117908e-05,21.692,19.126,19.126,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='e6348f4')"
2mer-0+636,-0.06694964,2,-0.06694964,-84.22763049,2.103613e-05,21.259,19.17,19.17,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ab0dde3')"
2mer-0+657,-0.15707495,2,-0.15707495,-84.38470544,2.103589e-05,19.903,19.17,19.17,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4329c73')"
2mer-0+1167,0.14526642,1,0.07263321,-84.31207223,2.090625e-05,22.849,19.209,19.209,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='cd73752')"
2mer-0+649,-0.04071975,2,-0.04071975,-84.35279198,2.087623e-05,21.17,19.218,19.218,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f85892f')"
2mer-0+951,0.11436575,2,0.11436575,-84.23842623,2.080092e-05,22.132,19.242,19.242,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ac9a87b')"
2mer-0+681,0.11332835,2,0.11332835,-84.12509788,2.078892e-05,20.333,19.245,19.245,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a66b025')"
2mer-0+1003,0.09032709,2,0.09032709,-84.03477079,2.06271e-05,22.383,19.295,19.295,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='acfc3d2')"
2mer-0+690,-0.14185515,2,-0.14185515,-84.17662594,2.044357e-05,20.332,19.353,19.353,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='86ceeae')"
2mer-0+587,0.00242729,2,0.00242729,-84.17419865,2.044299e-05,21.152,19.353,19.353,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='98b57f3')"
2mer-0+563,0.15165395,2,0.15165395,-84.0225447,2.032568e-05,21.428,19.39,19.39,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='eff670c')"
2mer-0+581,-0.00032893,2,-0.00032893,-84.02287363,2.029115e-05,21.259,19.401,19.401,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='608fda9')"
2mer-0+694,0.08271499,2,0.08271499,-83.94015865,2.026829e-05,21.033,19.409,19.409,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1d221cf')"
2mer-0+773,0.12058364,2,0.12058364,-83.81957501,2.025904e-05,21.069,19.412,19.412,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1dcea95')"
2mer-0+630,-0.01821126,2,-0.01821126,-83.83778627,2.021462e-05,21.634,19.426,19.426,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1ac7738')"
2mer-0+626,-0.06562931,2,-0.06562931,-83.90341559,2.019331e-05,21.887,19.433,19.433,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2760207')"
2mer-0+805,0.10803394,2,0.10803394,-83.79538165,2.014074e-05,20.928,19.45,19.45,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9cb7e26')"
2mer-0+774,0.09188275,2,0.09188275,-83.7034989,2.009092e-05,21.069,19.466,19.466,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='383bf5b')"
2mer-0+553,0.16632563,2,0.16632563,-83.53717327,2.00668e-05,21.501,19.473,19.473,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9cdeb90')"
2mer-0+585,-0.01446465,2,-0.01446465,-83.55163792,1.998924e-05,21.503,19.499,19.499,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='38ff38a')"
2mer-0+759,-0.12201605,1,-0.06100803,-83.61264595,1.973678e-05,21.251,19.581,19.581,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='79c6331')"
2mer-0+1214,0.20846101,1,0.1042305,-83.50841544,1.973485e-05,23.004,19.582,19.582,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7221fc6')"
2mer-0+1137,0.11347349,1,0.05673675,-83.4516787,1.972641e-05,22.886,19.585,19.585,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d391b88')"
2mer-0+1153,0.11875733,2,0.11875733,-83.33292137,1.9676e-05,22.998,19.601,19.601,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='8c54bc0')"
2mer-0+606,-0.07750204,2,-0.07750204,-83.41042341,1.965123e-05,21.137,19.61,19.61,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='17f8cf0')"
2mer-0+624,-0.17053467,2,-0.17053467,-83.58095808,1.962686e-05,22.43,19.618,19.618,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1472f1f')"
2mer-0+823,-0.14443095,1,-0.07221548,-83.65317356,1.961654e-05,20.608,19.621,19.621,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ed485f3')"
2mer-0+996,0.08393884,2,0.08393884,-83.56923472,1.959406e-05,22.383,19.629,19.629,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9890fd1')"
2mer-0+669,-0.0257722,2,-0.0257722,-83.59500692,1.959046e-05,21.684,19.63,19.63,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7a32ac0')"
2mer-0+697,0.1302174,2,0.1302174,-83.46478952,1.956554e-05,21.152,19.638,19.638,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7dd4b3a')"
2mer-0+744,0.14240174,2,0.14240174,-83.32238778,1.950669e-05,20.568,19.658,19.658,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='076a273')"
2mer-0+737,0.13100435,2,0.13100435,-83.19138343,1.942873e-05,20.683,19.684,19.684,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4fdc435')"
2mer-0+589,0.00211021,1,0.0010551,-83.19032833,1.942396e-05,21.246,19.686,19.686,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='90d9916')"
2mer-0+600,-0.20401225,2,-0.20401225,-83.39434058,1.939689e-05,22.592,19.695,19.695,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='0628a59')"
2mer-0+1106,0.08872397,2,0.08872397,-83.3056166,1.938095e-05,22.654,19.7,19.7,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1e6573d')"
2mer-0+608,-0.05811312,2,-0.05811312,-83.36372972,1.917928e-05,20.946,19.769,19.769,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='b361a6b')"
2mer-0+623,0.05222444,2,0.05222444,-83.31150528,1.916294e-05,21.421,19.775,19.775,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d70eb00')"
2mer-0+689,-0.0241857,2,-0.0241857,-83.33569099,1.91627e-05,21.935,19.775,19.775,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='700f495')"
2mer-0+635,-0.09018986,1,-0.04509493,-83.38078592,1.912903e-05,20.652,19.787,19.787,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7b89efb')"
2mer-0+695,0.09554427,2,0.09554427,-83.28524165,1.909705e-05,21.033,19.798,19.798,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4546cb9')"
2mer-0+584,-0.11909416,2,-0.11909416,-83.40433581,1.909623e-05,22.253,19.798,19.798,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='5c9a404')"
2mer-0+637,-0.04468523,2,-0.04468523,-83.44902104,1.906963e-05,20.796,19.807,19.807,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='fcc2ade')"
2mer-0+622,-0.01685578,2,-0.01685578,-83.46587682,1.906963e-05,20.796,19.807,19.807,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ea93f53')"
2mer-0+834,-0.07889237,2,-0.07889237,-83.54476919,1.903648e-05,21.918,19.819,19.819,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='fc7c980')"
2mer-0+1272,0.17150275,1,0.08575138,-83.45901781,1.89898e-05,23.442,19.835,19.835,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='5136fde')"
2mer-0+671,-0.02420671,2,-0.02420671,-83.48322452,1.896342e-05,21.206,19.844,19.844,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='cf5b95c')"
2mer-0+638,-0.00934286,2,-0.00934286,-83.49256738,1.889476e-05,21.957,19.868,19.868,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='09a2d5a')"
2mer-0+641,0.14544032,2,0.14544032,-83.34712706,1.875822e-05,21.897,19.916,19.916,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='78b7365')"
2mer-0+772,-0.12563658,1,-0.06281829,-83.40994535,1.870451e-05,20.063,19.935,19.935,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d040c1a')"
2mer-0+615,-0.20140658,2,-0.20140658,-83.61135192,1.865885e-05,22.95,19.951,19.951,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='99d063b')"
2mer-0+919,-0.03723603,2,-0.03723603,-83.64858795,1.859684e-05,22.069,19.974,19.974,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='efd56bf')"
2mer-0+888,-0.08815709,1,-0.04407855,-83.6926665,1.856194e-05,21.451,19.986,19.986,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='12adab5')"
